PC:    0 |  SUB R0, R15, R15                |   REGISTER FILE: R0 =   0, R1 =   0, R2 =   0, R3 =   0, R4 =   0, R5 =   0, R6 =   0
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   0, R3 =   3, R4 =   6, R5 =  50, R6 =  52
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   0, R3 =   3, R4 =   6, R5 =  52, R6 =  52
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  25, R2 =   0, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   0, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   0, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   4, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   4, R3 =   4, R4 =   6, R5 =  52, R6 =  54
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   4, R3 =   4, R4 =   6, R5 =  52, R6 =  54
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   4, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   3, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   3, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   3, R3 =   4, R4 =   6, R5 =  52, R6 =  54
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   3, R3 =   4, R4 =   6, R5 =  52, R6 =  54
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   3, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   2, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   2, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   2, R3 =   4, R4 =   6, R5 =  52, R6 =  54
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   2, R3 =   4, R4 =   6, R5 =  52, R6 =  54
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   2, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   1, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   1, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   1, R3 =   4, R4 =   6, R5 =  52, R6 =  54
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   1, R3 =   4, R4 =   6, R5 =  52, R6 =  54
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   1, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   0, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   0, R3 =   3, R4 =   6, R5 =  52, R6 =  54
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   0, R3 =   3, R4 =   6, R5 =  54, R6 =  54
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  24, R2 =   0, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   0, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   0, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   4, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   4, R3 =   4, R4 =   6, R5 =  54, R6 =  56
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   4, R3 =   4, R4 =   6, R5 =  54, R6 =  56
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   4, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   3, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   3, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   3, R3 =   4, R4 =   6, R5 =  54, R6 =  56
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   3, R3 =   4, R4 =   6, R5 =  54, R6 =  56
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   3, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   2, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   2, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   2, R3 =   4, R4 =   6, R5 =  54, R6 =  56
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   2, R3 =   4, R4 =   6, R5 =  54, R6 =  56
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   2, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   1, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   1, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   1, R3 =   4, R4 =   6, R5 =  54, R6 =  56
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   1, R3 =   4, R4 =   6, R5 =  54, R6 =  56
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   1, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   0, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   0, R3 =   3, R4 =   6, R5 =  54, R6 =  56
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   0, R3 =   3, R4 =   6, R5 =  56, R6 =  56
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  23, R2 =   0, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   0, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   0, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   4, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   4, R3 =   4, R4 =   6, R5 =  56, R6 =  58
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   4, R3 =   4, R4 =   6, R5 =  56, R6 =  58
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   4, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   3, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   3, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   3, R3 =   4, R4 =   6, R5 =  56, R6 =  58
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   3, R3 =   4, R4 =   6, R5 =  56, R6 =  58
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   3, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   2, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   2, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   2, R3 =   4, R4 =   6, R5 =  56, R6 =  58
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   2, R3 =   4, R4 =   6, R5 =  56, R6 =  58
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   2, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   1, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   1, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   1, R3 =   4, R4 =   6, R5 =  56, R6 =  58
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   1, R3 =   4, R4 =   6, R5 =  56, R6 =  58
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   1, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   0, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   0, R3 =   3, R4 =   6, R5 =  56, R6 =  58
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   0, R3 =   3, R4 =   6, R5 =  58, R6 =  58
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  22, R2 =   0, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   0, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   0, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   4, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   4, R3 =   4, R4 =   6, R5 =  58, R6 =  60
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   4, R3 =   4, R4 =   6, R5 =  58, R6 =  60
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   4, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   3, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   3, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   3, R3 =   4, R4 =   6, R5 =  58, R6 =  60
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   3, R3 =   4, R4 =   6, R5 =  58, R6 =  60
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   3, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   2, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   2, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   2, R3 =   4, R4 =   6, R5 =  58, R6 =  60
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   2, R3 =   4, R4 =   6, R5 =  58, R6 =  60
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   2, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   1, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   1, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   1, R3 =   4, R4 =   6, R5 =  58, R6 =  60
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   1, R3 =   4, R4 =   6, R5 =  58, R6 =  60
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   1, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   0, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   0, R3 =   3, R4 =   6, R5 =  58, R6 =  60
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   0, R3 =   3, R4 =   6, R5 =  60, R6 =  60
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  21, R2 =   0, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   0, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   0, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   4, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   4, R3 =   4, R4 =   6, R5 =  60, R6 =  62
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   4, R3 =   4, R4 =   6, R5 =  60, R6 =  62
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   4, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   3, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   3, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   3, R3 =   4, R4 =   6, R5 =  60, R6 =  62
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   3, R3 =   4, R4 =   6, R5 =  60, R6 =  62
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   3, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   2, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   2, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   2, R3 =   4, R4 =   6, R5 =  60, R6 =  62
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   2, R3 =   4, R4 =   6, R5 =  60, R6 =  62
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   2, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   1, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   1, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   1, R3 =   4, R4 =   6, R5 =  60, R6 =  62
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   1, R3 =   4, R4 =   6, R5 =  60, R6 =  62
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   1, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   0, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   0, R3 =   3, R4 =   6, R5 =  60, R6 =  62
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   0, R3 =   3, R4 =   6, R5 =  62, R6 =  62
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  20, R2 =   0, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   0, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   0, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   4, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   4, R3 =   4, R4 =   6, R5 =  62, R6 =  64
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   4, R3 =   4, R4 =   6, R5 =  62, R6 =  64
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   4, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   3, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   3, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   3, R3 =   4, R4 =   6, R5 =  62, R6 =  64
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   3, R3 =   4, R4 =   6, R5 =  62, R6 =  64
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   3, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   2, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   2, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   2, R3 =   4, R4 =   6, R5 =  62, R6 =  64
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   2, R3 =   4, R4 =   6, R5 =  62, R6 =  64
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   2, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   1, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   1, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   32 |  ADD R5, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   1, R3 =   4, R4 =   6, R5 =  62, R6 =  64
PC:   36 |  ADD R6, R5, #2                  |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   1, R3 =   4, R4 =   6, R5 =  62, R6 =  64
PC:   40 |  SUBS R1, R1, #1                 |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   1, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   44 |  BNE FOR_OUTER                   |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   0, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:    8 |  OUTER_LOOP: ADD R2, R0, #4      |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   0, R3 =   3, R4 =   6, R5 =  62, R6 =  64
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   0, R3 =   3, R4 =   6, R5 =  64, R6 =  64
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  19, R2 =   0, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   0, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   0, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   4, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   4, R3 =   4, R4 =   6, R5 =  64, R6 =  66
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   4, R3 =   4, R4 =   6, R5 =  64, R6 =  66
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   4, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   3, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   3, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   3, R3 =   4, R4 =   6, R5 =  64, R6 =  66
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   3, R3 =   4, R4 =   6, R5 =  64, R6 =  66
PC:   20 |  ADD R3, R0, #3                  |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   3, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   24 |  SUBS R2, R2, #1                 |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   2, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   28 |  BNE FOR_INNER                   |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   2, R3 =   3, R4 =   6, R5 =  64, R6 =  66
PC:   12 |  INNER_LOOP: ADD R3, R3, #1      |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   2, R3 =   4, R4 =   6, R5 =  64, R6 =  66
PC:   16 |  ADD R4, R3, #2                  |   REGISTER FILE: R0 =   0, R1 =  18, R2 =   2, R3 =   4, R4 =   6, R5 =  64, R6 =  66
